"nameLast","nameFirst","playerID","Age","year","reliability","mPA","mAB","mR","mH","m2B","m3B","mHR","mRBI","mSB","mCS","mBB","mSO","mIBB","mHBP","mSH","mSF","mGIDP"
"Abad","Andy","abadan01",32,2004,0.08,210.00,188.00,25.00,48.00,9.00,1.00,5.00,23.00,3.00,2.00,18.00,35.00,1.00,2.00,1.00,1.00,5.00
"Abbott","Jeff","abbotje01",32,2004,0.10,200.00,179.00,24.00,47.00,10.00,1.00,5.00,23.00,3.00,1.00,17.00,32.00,1.00,2.00,1.00,1.00,4.00
"Abbott","Kurt","abbotku01",35,2004,0.02,200.00,179.00,24.00,47.00,9.00,1.00,5.00,23.00,3.00,1.00,17.00,33.00,1.00,2.00,1.00,1.00,4.00
"Abernathy","Brent","abernbr01",27,2004,0.73,269.00,244.00,30.00,62.00,11.00,2.00,4.00,25.00,5.00,2.00,18.00,29.00,1.00,2.00,4.00,1.00,5.00
"Abreu","Bobby","abreubo01",30,2004,0.87,616.00,520.00,91.00,153.00,37.00,3.00,20.00,85.00,22.00,8.00,88.00,108.00,9.00,2.00,0.00,6.00,11.00
"Agbayani","Benny","agbaybe01",33,2004,0.59,217.00,193.00,22.00,50.00,9.00,1.00,5.00,25.00,2.00,2.00,20.00,42.00,1.00,2.00,1.00,1.00,6.00
"Alcantara","Israel","alcanis01",33,2004,0.17,203.00,183.00,24.00,48.00,9.00,1.00,6.00,24.00,3.00,2.00,16.00,36.00,1.00,2.00,1.00,1.00,5.00
"Aldridge","Cory","aldrico01",25,2004,0.01,200.00,178.00,26.00,48.00,10.00,1.00,6.00,24.00,3.00,1.00,18.00,33.00,1.00,2.00,1.00,1.00,4.00
"Alfonzo","Edgardo","alfoned01",31,2004,0.85,549.00,483.00,64.00,130.00,24.00,1.00,15.00,63.00,5.00,1.00,54.00,55.00,4.00,5.00,2.00,5.00,10.00
"Alicea","Luis","alicelu01",39,2004,0.66,227.00,203.00,25.00,51.00,9.00,2.00,3.00,21.00,3.00,2.00,19.00,32.00,1.00,2.00,2.00,1.00,4.00
"Allen","Chad","allench01",29,2004,0.39,214.00,192.00,24.00,50.00,12.00,2.00,5.00,22.00,2.00,1.00,18.00,36.00,1.00,2.00,1.00,1.00,6.00
"Allen","Luke","allenlu01",26,2004,0.04,202.00,180.00,26.00,48.00,10.00,1.00,6.00,24.00,3.00,1.00,18.00,32.00,1.00,2.00,1.00,1.00,5.00
"Almonte","Erick","almoner01",26,2004,0.32,256.00,229.00,35.00,62.00,13.00,1.00,6.00,29.00,4.00,1.00,21.00,45.00,1.00,3.00,2.00,1.00,6.00
"Alomar","Roberto","alomaro01",36,2004,0.86,564.00,494.00,73.00,135.00,25.00,4.00,10.00,53.00,13.00,3.00,54.00,72.00,3.00,3.00,8.00,5.00,12.00
"Alomar Jr.","Sandy","alomasa02",38,2004,0.71,332.00,309.00,34.00,81.00,16.00,1.00,8.00,38.00,2.00,1.00,15.00,38.00,1.00,2.00,4.00,2.00,9.00
"Alou","Moises","aloumo01",38,2004,0.85,572.00,512.00,68.00,143.00,28.00,1.00,19.00,79.00,5.00,1.00,52.00,66.00,7.00,4.00,0.00,4.00,16.00
"Alvarez","Tony","alvarto01",25,2004,0.09,203.00,180.00,27.00,50.00,10.00,1.00,6.00,24.00,3.00,1.00,18.00,32.00,1.00,2.00,2.00,1.00,4.00
"Amezaga","Alfredo","amezaal01",26,2004,0.35,261.00,233.00,34.00,61.00,12.00,2.00,6.00,27.00,4.00,2.00,21.00,43.00,1.00,2.00,4.00,1.00,5.00
"Anderson","Brady","anderbr01",40,2004,0.61,210.00,182.00,21.00,39.00,7.00,1.00,4.00,19.00,4.00,1.00,23.00,35.00,2.00,3.00,1.00,1.00,4.00
"Anderson","Garret","anderga01",32,2004,0.87,604.00,569.00,75.00,170.00,41.00,3.00,24.00,101.00,7.00,3.00,29.00,78.00,7.00,1.00,0.00,5.00,12.00
"Anderson","Marlon","anderma02",30,2004,0.85,527.00,477.00,60.00,129.00,27.00,3.00,8.00,56.00,10.00,3.00,38.00,65.00,7.00,4.00,4.00,4.00,10.00
"Andrews","Shane","andresh01",33,2004,0.05,202.00,180.00,25.00,46.00,10.00,1.00,5.00,23.00,3.00,1.00,17.00,33.00,1.00,3.00,1.00,1.00,4.00
"Arias","Alex","ariasal01",37,2004,0.30,201.00,178.00,24.00,44.00,10.00,1.00,5.00,21.00,2.00,1.00,18.00,32.00,1.00,2.00,1.00,2.00,4.00
"Atkins","Garrett","atkinga01",25,2004,0.23,236.00,213.00,28.00,53.00,10.00,1.00,5.00,25.00,3.00,1.00,18.00,38.00,1.00,3.00,1.00,1.00,4.00
"Aurilia","Rich","aurilri01",33,2004,0.86,531.00,487.00,71.00,136.00,28.00,2.00,17.00,61.00,2.00,2.00,36.00,76.00,1.00,2.00,2.00,4.00,14.00
"Ausmus","Brad","ausmubr01",35,2004,0.83,504.00,452.00,51.00,109.00,18.00,3.00,6.00,48.00,4.00,3.00,40.00,71.00,3.00,4.00,4.00,4.00,16.00
"Aven","Bruce","avenbr01",32,2004,0.12,202.00,179.00,24.00,47.00,9.00,1.00,5.00,22.00,3.00,1.00,18.00,33.00,1.00,3.00,1.00,1.00,5.00
"Baerga","Carlos","baergca01",36,2004,0.62,335.00,304.00,39.00,89.00,18.00,1.00,7.00,44.00,5.00,1.00,23.00,40.00,2.00,3.00,2.00,3.00,9.00
"Bagwell","Jeff","bagweje01",36,2004,0.88,620.00,530.00,92.00,146.00,29.00,2.00,30.00,90.00,8.00,3.00,79.00,110.00,4.00,6.00,0.00,5.00,18.00
"Baines","Harold","baineha01",45,2004,0.19,200.00,179.00,20.00,41.00,8.00,1.00,4.00,21.00,2.00,1.00,16.00,34.00,1.00,2.00,1.00,2.00,4.00
"Bako","Paul","bakopa01",32,2004,0.68,332.00,296.00,35.00,71.00,16.00,2.00,5.00,31.00,2.00,2.00,31.00,62.00,4.00,2.00,2.00,1.00,5.00
"Baldelli","Rocco","baldero01",23,2004,0.74,542.00,497.00,72.00,147.00,26.00,6.00,11.00,65.00,18.00,7.00,31.00,94.00,3.00,6.00,3.00,5.00,8.00
"Banks","Brian","banksbr01",34,2004,0.46,293.00,256.00,30.00,65.00,12.00,2.00,8.00,36.00,4.00,2.00,30.00,54.00,2.00,3.00,2.00,2.00,6.00
"Barajas","Rod","barajro01",29,2004,0.65,337.00,307.00,32.00,71.00,18.00,1.00,7.00,40.00,2.00,1.00,22.00,57.00,6.00,3.00,2.00,3.00,7.00
"Bard","Josh","bardjo01",26,2004,0.63,374.00,341.00,37.00,87.00,17.00,1.00,10.00,44.00,2.00,2.00,27.00,58.00,2.00,1.00,2.00,3.00,11.00
"Barkett","Andy","barkean01",30,2004,0.11,200.00,179.00,24.00,48.00,9.00,1.00,5.00,22.00,3.00,1.00,17.00,31.00,2.00,2.00,1.00,1.00,5.00
"Barker","Glen","barkegl01",33,2004,0.07,200.00,177.00,28.00,45.00,9.00,1.00,5.00,22.00,4.00,3.00,17.00,33.00,1.00,3.00,1.00,2.00,4.00
"Barker","Kevin","barkeke01",29,2004,0.06,202.00,181.00,24.00,47.00,9.00,1.00,5.00,23.00,3.00,1.00,17.00,34.00,1.00,2.00,1.00,1.00,5.00
"Barmes","Clint","barmecl01",25,2004,0.10,214.00,190.00,26.00,53.00,11.00,1.00,6.00,25.00,3.00,1.00,17.00,38.00,1.00,4.00,1.00,2.00,4.00
"Barnes","John","barnejo01",28,2004,0.05,200.00,179.00,24.00,46.00,9.00,1.00,5.00,23.00,3.00,1.00,17.00,31.00,1.00,2.00,1.00,1.00,4.00
"Barnes","Larry","barnela01",30,2004,0.21,220.00,200.00,24.00,49.00,10.00,1.00,5.00,23.00,2.00,1.00,16.00,38.00,1.00,2.00,1.00,1.00,4.00
"Barrett","Michael","barremi01",28,2004,0.79,369.00,332.00,40.00,83.00,18.00,2.00,10.00,39.00,3.00,1.00,29.00,50.00,5.00,2.00,3.00,3.00,10.00
"Bartee","Kimera","barteki01",32,2004,0.05,200.00,178.00,24.00,45.00,9.00,1.00,5.00,23.00,3.00,1.00,17.00,33.00,2.00,2.00,1.00,2.00,4.00
"Batista","Tony","batisto01",31,2004,0.87,603.00,557.00,72.00,134.00,25.00,2.00,24.00,82.00,4.00,3.00,35.00,96.00,4.00,6.00,0.00,5.00,14.00
"Bautista","Danny","bautida01",32,2004,0.71,374.00,341.00,41.00,96.00,17.00,3.00,8.00,44.00,5.00,3.00,26.00,55.00,3.00,3.00,2.00,2.00,9.00
"Bay","Jason","bayja01",26,2004,0.31,254.00,219.00,34.00,61.00,14.00,2.00,8.00,32.00,5.00,2.00,30.00,48.00,1.00,3.00,1.00,1.00,4.00
"Bell","David","bellda01",32,2004,0.83,437.00,387.00,51.00,95.00,20.00,1.00,11.00,51.00,2.00,1.00,37.00,55.00,1.00,5.00,3.00,5.00,10.00
"Bell","Derek","bellde01",36,2004,0.31,200.00,177.00,21.00,41.00,7.00,1.00,5.00,20.00,2.00,1.00,20.00,35.00,3.00,1.00,1.00,1.00,4.00
"Bellhorn","Mark","bellhma01",30,2004,0.76,406.00,345.00,53.00,84.00,16.00,3.00,12.00,41.00,5.00,4.00,53.00,100.00,2.00,4.00,2.00,2.00,5.00
"Bellinger","Clay","bellicl01",36,2004,0.18,200.00,180.00,25.00,43.00,8.00,1.00,6.00,24.00,3.00,2.00,15.00,36.00,1.00,2.00,1.00,2.00,4.00
"Belliard","Ron","belliro01",29,2004,0.81,484.00,432.00,66.00,112.00,28.00,2.00,9.00,47.00,6.00,3.00,41.00,71.00,1.00,3.00,6.00,2.00,9.00
"Bell","Jay","bellja01",39,2004,0.67,277.00,238.00,29.00,54.00,10.00,1.00,6.00,25.00,1.00,1.00,31.00,50.00,2.00,3.00,3.00,2.00,6.00
"Beltre","Adrian","beltrad01",25,2004,0.86,568.00,521.00,60.00,136.00,26.00,3.00,19.00,72.00,6.00,3.00,36.00,87.00,3.00,5.00,1.00,5.00,12.00
"Beltran","Carlos","beltrca01",27,2004,0.87,573.00,507.00,91.00,150.00,25.00,8.00,22.00,87.00,27.00,3.00,57.00,91.00,2.00,3.00,1.00,5.00,8.00
"Benard","Marvin","benarma01",34,2004,0.65,252.00,230.00,33.00,59.00,12.00,2.00,6.00,25.00,5.00,2.00,17.00,40.00,1.00,2.00,1.00,2.00,5.00
"Benjamin","Mike","benjami01",39,2004,0.30,213.00,192.00,21.00,43.00,8.00,1.00,4.00,19.00,2.00,3.00,16.00,40.00,1.00,2.00,1.00,2.00,6.00
"Bennett","Gary","bennega01",32,2004,0.74,400.00,364.00,37.00,92.00,17.00,1.00,6.00,42.00,3.00,2.00,27.00,59.00,4.00,4.00,3.00,2.00,10.00
"Berg","Dave","bergda01",34,2004,0.73,328.00,298.00,39.00,77.00,17.00,2.00,6.00,32.00,1.00,2.00,22.00,52.00,1.00,3.00,2.00,3.00,7.00
"Berger","Brandon","bergebr01",29,2004,0.41,234.00,211.00,28.00,52.00,9.00,2.00,7.00,27.00,2.00,1.00,19.00,40.00,2.00,2.00,1.00,1.00,4.00
"Bergeron","Peter","bergepe01",27,2004,0.61,215.00,189.00,29.00,44.00,7.00,2.00,3.00,16.00,6.00,2.00,20.00,43.00,1.00,2.00,3.00,1.00,3.00
"Berkman","Lance","berkmla01",28,2004,0.87,598.00,501.00,94.00,150.00,35.00,4.00,28.00,97.00,6.00,4.00,86.00,98.00,10.00,7.00,1.00,3.00,9.00
"Berroa","Angel","berroan01",26,2004,0.75,526.00,470.00,73.00,134.00,25.00,5.00,13.00,59.00,15.00,3.00,31.00,80.00,3.00,12.00,8.00,5.00,11.00
"Betemit","Wilson","betemwi01",24,2004,0.01,200.00,177.00,26.00,49.00,10.00,1.00,6.00,24.00,3.00,1.00,19.00,32.00,1.00,2.00,1.00,1.00,4.00
"Bichette","Dante","bicheda01",41,2004,0.51,200.00,183.00,22.00,49.00,12.00,1.00,5.00,23.00,2.00,1.00,13.00,35.00,1.00,2.00,1.00,1.00,6.00
"Bigbie","Larry","bigbila01",27,2004,0.65,363.00,325.00,45.00,91.00,17.00,1.00,9.00,37.00,7.00,2.00,33.00,69.00,3.00,1.00,2.00,2.00,5.00
"Biggio","Craig","biggicr01",39,2004,0.87,624.00,549.00,89.00,143.00,33.00,2.00,14.00,57.00,8.00,3.00,49.00,100.00,3.00,19.00,4.00,3.00,9.00
"Blake","Casey","blakeca01",31,2004,0.73,513.00,460.00,64.00,118.00,27.00,1.00,14.00,56.00,7.00,6.00,35.00,91.00,2.00,7.00,5.00,6.00,9.00
"Blalock","Hank","blaloha01",24,2004,0.76,525.00,474.00,72.00,138.00,28.00,2.00,21.00,72.00,3.00,2.00,44.00,87.00,2.00,2.00,2.00,3.00,12.00
"Blanco","Henry","blanche01",33,2004,0.71,308.00,275.00,28.00,61.00,14.00,1.00,6.00,29.00,2.00,1.00,25.00,53.00,4.00,2.00,3.00,3.00,7.00
"Bloomquist","Willie","bloomwi01",27,2004,0.51,314.00,280.00,45.00,77.00,14.00,2.00,5.00,31.00,6.00,2.00,28.00,50.00,2.00,2.00,2.00,2.00,7.00
"Blum","Geoff","blumge01",31,2004,0.82,467.00,420.00,53.00,110.00,21.00,2.00,10.00,53.00,3.00,1.00,37.00,69.00,4.00,4.00,2.00,4.00,12.00
"Bocachica","Hiram","bocachi01",28,2004,0.51,229.00,210.00,29.00,50.00,12.00,1.00,7.00,22.00,4.00,2.00,16.00,44.00,1.00,1.00,1.00,1.00,4.00
"Bogar","Tim","bogarti01",38,2004,0.04,200.00,179.00,25.00,47.00,10.00,1.00,6.00,23.00,3.00,1.00,17.00,32.00,1.00,2.00,1.00,1.00,4.00
"Bonds","Barry","bondsba01",40,2004,0.86,536.00,393.00,97.00,125.00,24.00,2.00,41.00,90.00,7.00,2.00,133.00,61.00,41.00,8.00,0.00,2.00,6.00
"Bonilla","Bobby","bonilbo01",41,2004,0.33,200.00,177.00,22.00,43.00,8.00,1.00,5.00,22.00,2.00,1.00,19.00,40.00,2.00,2.00,1.00,1.00,4.00
"Boone","Aaron","booneaa01",31,2004,0.86,596.00,533.00,77.00,140.00,31.00,2.00,21.00,81.00,18.00,4.00,45.00,95.00,3.00,8.00,6.00,4.00,11.00
"Boone","Bret","boonebr01",35,2004,0.87,620.00,556.00,91.00,161.00,31.00,3.00,27.00,102.00,10.00,4.00,49.00,101.00,3.00,6.00,2.00,7.00,13.00
"Borchard","Joe","borchjo01",26,2004,0.27,232.00,207.00,28.00,53.00,9.00,1.00,7.00,27.00,2.00,2.00,19.00,47.00,1.00,2.00,1.00,3.00,3.00
"Borders","Pat","bordepa01",41,2004,0.09,208.00,186.00,24.00,48.00,10.00,1.00,5.00,23.00,3.00,1.00,17.00,37.00,1.00,2.00,2.00,1.00,4.00
"Bordick","Mike","bordimi01",39,2004,0.78,431.00,387.00,45.00,96.00,20.00,2.00,9.00,49.00,6.00,3.00,35.00,68.00,1.00,4.00,3.00,2.00,9.00
"Bowen","Rob","bowenro01",23,2004,0.04,206.00,183.00,26.00,50.00,10.00,1.00,6.00,25.00,3.00,1.00,18.00,33.00,1.00,2.00,1.00,2.00,5.00
"Bradley","Milton","bradlmi01",26,2004,0.79,461.00,403.00,59.00,114.00,29.00,3.00,10.00,52.00,12.00,5.00,51.00,77.00,5.00,3.00,1.00,3.00,12.00
"Bragg","Darren","braggda01",35,2004,0.63,314.00,281.00,39.00,72.00,16.00,2.00,4.00,25.00,5.00,2.00,26.00,64.00,1.00,3.00,3.00,1.00,5.00
"Branson","Jeff","bransje01",37,2004,0.05,200.00,180.00,25.00,47.00,9.00,1.00,5.00,22.00,3.00,1.00,16.00,33.00,1.00,2.00,1.00,1.00,4.00
"Branyan","Russ","branyru01",29,2004,0.76,346.00,303.00,42.00,72.00,15.00,1.00,16.00,45.00,2.00,1.00,38.00,103.00,2.00,2.00,0.00,3.00,4.00
"Brito","Juan","britoju01",25,2004,0.07,202.00,181.00,25.00,50.00,11.00,1.00,5.00,24.00,3.00,1.00,17.00,31.00,1.00,2.00,1.00,1.00,5.00
"Brogna","Rico","brognri01",34,2004,0.36,200.00,181.00,20.00,46.00,9.00,1.00,5.00,22.00,3.00,1.00,15.00,35.00,1.00,2.00,1.00,1.00,6.00
"Brosius","Scott","brosisc01",38,2004,0.54,200.00,179.00,24.00,48.00,10.00,1.00,5.00,21.00,2.00,1.00,15.00,33.00,1.00,2.00,2.00,2.00,4.00
"Broussard","Ben","brousbe01",28,2004,0.69,426.00,383.00,51.00,98.00,20.00,2.00,15.00,51.00,5.00,2.00,33.00,74.00,3.00,5.00,2.00,3.00,7.00
"Brown","Adrian","brownad01",30,2004,0.48,231.00,207.00,25.00,50.00,10.00,1.00,4.00,24.00,7.00,3.00,19.00,35.00,1.00,2.00,2.00,1.00,5.00
"Brown","Dee","brownde02",26,2004,0.64,277.00,253.00,31.00,64.00,14.00,1.00,6.00,30.00,3.00,2.00,19.00,55.00,2.00,2.00,1.00,2.00,5.00
"Brown","Emil","brownem01",30,2004,0.28,200.00,178.00,25.00,44.00,8.00,1.00,5.00,22.00,6.00,2.00,18.00,40.00,1.00,2.00,1.00,1.00,4.00
"Brown","Kevin","brownke04",31,2004,0.11,200.00,180.00,25.00,46.00,9.00,1.00,7.00,26.00,3.00,1.00,16.00,36.00,1.00,2.00,1.00,1.00,4.00
"Brown","Roosevelt","brownro01",29,2004,0.50,223.00,198.00,23.00,49.00,12.00,1.00,5.00,28.00,2.00,1.00,20.00,39.00,1.00,3.00,1.00,1.00,5.00
"Brumbaugh","Cliff","brumbcl01",30,2004,0.11,200.00,179.00,25.00,47.00,9.00,1.00,5.00,23.00,3.00,1.00,17.00,34.00,1.00,2.00,1.00,1.00,5.00
"Bruntlett","Eric","brunter01",26,2004,0.19,228.00,206.00,26.00,56.00,11.00,1.00,6.00,26.00,3.00,1.00,16.00,36.00,1.00,2.00,2.00,2.00,5.00
"Buchanan","Brian","buchabr01",31,2004,0.70,338.00,302.00,43.00,81.00,16.00,2.00,12.00,42.00,5.00,2.00,29.00,72.00,1.00,4.00,1.00,2.00,8.00
"Budzinski","Mark","budzima01",31,2004,0.03,204.00,183.00,25.00,47.00,9.00,1.00,6.00,23.00,3.00,1.00,17.00,35.00,1.00,2.00,1.00,1.00,4.00
"Buford","Damon","buforda01",34,2004,0.18,200.00,180.00,25.00,45.00,9.00,1.00,6.00,22.00,2.00,1.00,16.00,35.00,1.00,2.00,1.00,1.00,5.00
"Buhner","Jay","buhneja01",40,2004,0.12,200.00,178.00,23.00,45.00,9.00,1.00,6.00,22.00,2.00,1.00,18.00,33.00,1.00,2.00,1.00,1.00,5.00
"Burke","Jamie","burkeja02",33,2004,0.04,204.00,183.00,25.00,49.00,9.00,1.00,5.00,25.00,3.00,1.00,17.00,32.00,1.00,2.00,1.00,1.00,4.00
"Burkhart","Morgan","burkhmo01",32,2004,0.13,208.00,187.00,24.00,48.00,9.00,1.00,6.00,24.00,3.00,1.00,17.00,35.00,1.00,2.00,1.00,1.00,4.00
"Burks","Ellis","burksel01",40,2004,0.81,371.00,329.00,53.00,90.00,18.00,1.00,16.00,51.00,2.00,2.00,35.00,67.00,2.00,4.00,1.00,2.00,9.00
"Burnitz","Jeromy","burnije01",35,2004,0.85,508.00,452.00,66.00,107.00,21.00,1.00,23.00,66.00,5.00,4.00,47.00,112.00,6.00,6.00,1.00,2.00,8.00
"Burrell","Pat","burrepa01",28,2004,0.86,568.00,495.00,67.00,125.00,30.00,3.00,24.00,78.00,2.00,1.00,66.00,126.00,5.00,4.00,0.00,3.00,14.00
"Burroughs","Sean","burrose01",24,2004,0.76,510.00,457.00,57.00,132.00,23.00,4.00,8.00,51.00,6.00,2.00,40.00,69.00,3.00,8.00,2.00,3.00,11.00
"Bush","Homer","bushho01",32,2004,0.54,214.00,195.00,25.00,53.00,8.00,1.00,4.00,20.00,5.00,2.00,12.00,35.00,1.00,3.00,2.00,2.00,3.00
"Butler","Brent","butlebr02",26,2004,0.66,286.00,262.00,40.00,68.00,14.00,2.00,6.00,31.00,3.00,2.00,16.00,34.00,2.00,3.00,3.00,2.00,6.00
"Byrd","Marlon","byrdma01",27,2004,0.71,480.00,429.00,70.00,126.00,24.00,3.00,9.00,44.00,8.00,2.00,39.00,80.00,3.00,6.00,3.00,3.00,7.00
"Byrnes","Eric","byrneer01",28,2004,0.70,440.00,395.00,65.00,104.00,23.00,6.00,13.00,50.00,9.00,2.00,37.00,68.00,3.00,4.00,1.00,3.00,6.00
"Cabrera","Jolbert","cabrejo02",32,2004,0.73,399.00,361.00,49.00,94.00,25.00,2.00,6.00,42.00,7.00,4.00,24.00,62.00,2.00,8.00,3.00,3.00,9.00
"Cabrera","Miguel","cabremi01",21,2004,0.59,373.00,334.00,46.00,94.00,22.00,3.00,13.00,60.00,2.00,2.00,31.00,74.00,3.00,3.00,3.00,2.00,10.00
"Cabrera","Orlando","cabreor01",30,2004,0.87,608.00,550.00,71.00,154.00,39.00,3.00,12.00,70.00,18.00,4.00,45.00,58.00,3.00,2.00,5.00,6.00,15.00
"Cairo","Miguel","cairomi01",30,2004,0.70,366.00,325.00,49.00,84.00,18.00,2.00,7.00,40.00,4.00,2.00,25.00,50.00,2.00,5.00,6.00,5.00,8.00
"Calloway","Ron","calloro01",28,2004,0.61,384.00,349.00,42.00,88.00,18.00,1.00,10.00,51.00,8.00,2.00,26.00,74.00,2.00,3.00,3.00,3.00,11.00
"Cameron","Mike","camermi01",31,2004,0.86,570.00,494.00,75.00,125.00,27.00,4.00,19.00,77.00,20.00,5.00,63.00,132.00,2.00,6.00,2.00,5.00,11.00
"Caminiti","Ken","caminke01",41,2004,0.50,200.00,178.00,21.00,42.00,9.00,1.00,6.00,21.00,1.00,1.00,19.00,37.00,1.00,1.00,1.00,1.00,4.00
"Canizaro","Jay","canizja01",31,2004,0.30,213.00,190.00,26.00,48.00,11.00,1.00,4.00,23.00,2.00,1.00,18.00,35.00,1.00,2.00,1.00,2.00,4.00
"Canseco","Jose","cansejo01",40,2004,0.43,200.00,174.00,26.00,44.00,7.00,1.00,7.00,26.00,2.00,1.00,22.00,39.00,1.00,1.00,1.00,2.00,4.00
"Cardona","Javier","cardoja01",29,2004,0.28,204.00,184.00,23.00,46.00,10.00,1.00,5.00,22.00,2.00,1.00,14.00,32.00,1.00,2.00,2.00,2.00,4.00
"Carroll","Jamey","carroja01",30,2004,0.57,338.00,299.00,44.00,80.00,15.00,3.00,5.00,26.00,5.00,2.00,26.00,52.00,1.00,3.00,8.00,2.00,10.00
"Caruso","Mike","carusmi01",27,2004,0.07,202.00,181.00,26.00,47.00,9.00,1.00,5.00,23.00,3.00,1.00,17.00,31.00,1.00,2.00,1.00,1.00,4.00
"Casanova","Raul","casanra01",32,2004,0.46,210.00,188.00,21.00,47.00,9.00,1.00,7.00,26.00,2.00,1.00,17.00,33.00,3.00,2.00,1.00,2.00,4.00
"Casey","Sean","caseyse01",30,2004,0.85,562.00,508.00,66.00,145.00,26.00,1.00,12.00,69.00,4.00,1.00,46.00,59.00,5.00,5.00,0.00,3.00,15.00
"Cash","Kevin","cashke01",27,2004,0.35,260.00,234.00,29.00,53.00,10.00,1.00,6.00,26.00,2.00,1.00,18.00,44.00,1.00,2.00,4.00,2.00,8.00
"Castillo","Alberto","castial01",34,2004,0.36,212.00,191.00,22.00,45.00,9.00,1.00,5.00,21.00,2.00,1.00,14.00,40.00,1.00,2.00,4.00,1.00,5.00
"Castillo","Luis","castilu01",29,2004,0.87,605.00,539.00,81.00,159.00,18.00,6.00,5.00,42.00,26.00,13.00,55.00,70.00,2.00,2.00,7.00,2.00,7.00
"Castilla","Vinny","castivi02",37,2004,0.85,547.00,509.00,60.00,129.00,26.00,2.00,17.00,68.00,3.00,2.00,28.00,82.00,3.00,4.00,1.00,5.00,20.00
"Castro","Juan","castrju01",32,2004,0.71,383.00,350.00,36.00,86.00,16.00,1.00,9.00,36.00,2.00,2.00,24.00,66.00,2.00,1.00,5.00,3.00,8.00
"Castro","Ramon","castrra01",28,2004,0.40,240.00,214.00,27.00,56.00,10.00,1.00,10.00,31.00,2.00,1.00,22.00,41.00,2.00,1.00,1.00,2.00,5.00
"Catalanotto","Frank","catalfr01",30,2004,0.81,492.00,441.00,74.00,131.00,29.00,6.00,11.00,53.00,8.00,4.00,38.00,59.00,2.00,8.00,2.00,3.00,8.00
"Cedeno","Roger","cedenro01",30,2004,0.85,520.00,473.00,67.00,128.00,20.00,4.00,8.00,42.00,22.00,7.00,38.00,81.00,2.00,2.00,4.00,3.00,8.00
"Cepicky","Matt","cepicma01",27,2004,0.23,212.00,191.00,25.00,50.00,10.00,1.00,6.00,28.00,2.00,1.00,17.00,38.00,2.00,2.00,1.00,1.00,3.00
"Chamblee","Jim","chambji01",29,2004,0.01,201.00,180.00,25.00,48.00,10.00,1.00,6.00,24.00,3.00,1.00,17.00,33.00,1.00,2.00,1.00,1.00,4.00
"Chapman","Travis","chapmtr01",26,2004,0.00,200.00,178.00,25.00,48.00,10.00,1.00,6.00,24.00,3.00,1.00,18.00,31.00,1.00,2.00,1.00,1.00,4.00
"Chavez","Endy","chaveen01",26,2004,0.74,477.00,435.00,60.00,114.00,23.00,5.00,7.00,45.00,12.00,7.00,30.00,58.00,2.00,1.00,8.00,3.00,7.00
"Chavez","Eric","chaveer01",27,2004,0.87,592.00,534.00,84.00,151.00,34.00,3.00,28.00,96.00,7.00,2.00,53.00,91.00,9.00,2.00,0.00,3.00,10.00
"Chavez","Raul","chavera01",31,2004,0.15,220.00,199.00,28.00,53.00,10.00,2.00,6.00,25.00,3.00,1.00,17.00,35.00,1.00,2.00,1.00,1.00,6.00
"Chen","Chin-Feng","chench01",27,2004,0.02,201.00,179.00,25.00,47.00,10.00,1.00,6.00,24.00,3.00,1.00,18.00,33.00,1.00,2.00,1.00,1.00,4.00
"Choi","Hee Seop","choihe01",25,2004,0.55,328.00,281.00,42.00,69.00,19.00,1.00,10.00,38.00,3.00,1.00,40.00,73.00,2.00,4.00,2.00,1.00,5.00
"Christensen","McKay","chrismc01",29,2004,0.14,200.00,178.00,25.00,49.00,9.00,1.00,5.00,23.00,4.00,2.00,17.00,33.00,1.00,3.00,1.00,1.00,4.00
"Christenson","Ryan","chrisry01",30,2004,0.50,300.00,266.00,36.00,58.00,14.00,1.00,6.00,29.00,4.00,2.00,25.00,58.00,1.00,3.00,4.00,2.00,5.00
"Cintron","Alex","cintral01",26,2004,0.70,452.00,407.00,62.00,122.00,24.00,4.00,11.00,48.00,3.00,2.00,34.00,45.00,2.00,3.00,5.00,3.00,8.00
"Cirillo","Jeff","cirilje01",35,2004,0.82,401.00,358.00,41.00,92.00,16.00,1.00,7.00,43.00,5.00,2.00,28.00,49.00,2.00,5.00,5.00,5.00,9.00
"Clapp","Stubby","clappst01",31,2004,0.06,200.00,179.00,23.00,47.00,10.00,1.00,5.00,23.00,3.00,1.00,17.00,33.00,1.00,2.00,1.00,1.00,4.00
"Clark","Brady","clarkbr02",31,2004,0.68,386.00,340.00,42.00,89.00,19.00,1.00,8.00,44.00,10.00,3.00,31.00,49.00,2.00,7.00,3.00,5.00,11.00
"Clark","Howie","clarkho02",30,2004,0.34,244.00,220.00,28.00,64.00,12.00,1.00,5.00,26.00,2.00,2.00,17.00,33.00,1.00,4.00,2.00,1.00,8.00
"Clark","Jermaine","clarkje02",28,2004,0.19,228.00,200.00,25.00,50.00,10.00,1.00,5.00,27.00,4.00,3.00,21.00,33.00,1.00,2.00,2.00,3.00,5.00
"Clark","Tony","clarkto02",32,2004,0.77,370.00,332.00,41.00,82.00,18.00,1.00,12.00,49.00,1.00,1.00,34.00,77.00,3.00,2.00,0.00,2.00,11.00
